accuracy,completeness,fluency,prosodic,total,words,speaker,gender,age,split
7,10.0,7,6,6,"[{'accuracy': 10, 'phones': array(['L', 'IH1', 'L', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LILLY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'IH0', 'V', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.6]), 'stress': 10, 'text': 'LIVES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['K', 'AH1', 'IH', 'AH0', 'R', 'AH0', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 2. , 0. , 0. , 2. , 1.4, 1.4]), 'stress': 10, 'text': 'CAIRO', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'IH', 'index': 2, 'pronounced-phone': 'AR'},
        {'canonical-phone': 'AH', 'index': 3, 'pronounced-phone': '<unk>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'AW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'NOW', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0044,m,6,test
7,10.0,7,7,6,"[{'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AE0', 'N'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'CAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'L', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'PLAY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'TH'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WITH', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([1., 2.]), 'stress': 10, 'text': 'IT', 'total': 4, 'mispronunciations': array([], dtype=object)}]",0044,m,6,test
8,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['AY0', 'M'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': ""I'M"", 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'OW0', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'GOING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AO0', 'L'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ALL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['W', 'EY0'], dtype=object), 'phones-accuracy': array([0.8, 1.6]), 'stress': 10, 'text': 'WAY', 'total': 6, 'mispronunciations': array([], dtype=object)}]",0044,m,6,test
4,10.0,8,8,4,"[{'accuracy': 10, 'phones': array(['L', 'UH0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOOK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['DH', 'EH0', 'R'], dtype=object), 'phones-accuracy': array([0.8, 1.6, 1.6]), 'stress': 10, 'text': 'THERE', 'total': 4, 'mispronunciations': array([], dtype=object)}]",0044,m,6,test
9,10.0,8,7,8,"[{'accuracy': 10, 'phones': array(['M', 'EY0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MADE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AY0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WHITE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
7,10.0,7,7,7,"[{'accuracy': 3, 'phones': array(['D', 'AO1', 'R', 'AH0'], dtype=object), 'phones-accuracy': array([1.4, 1.6, 0.8, 0.8]), 'stress': 10, 'text': 'DORA', 'total': 4, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AE0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'CAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SEE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([1.8, 2. ]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['SH', 'IY0', 'P'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SHEEP', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['F', 'AO0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'FOUR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IH0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SIX', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TWO', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,7,7,8,"[{'accuracy': 8, 'phones': array(['TH', 'R', 'IY0'], dtype=object), 'phones-accuracy': array([1.2, 2. , 2. ]), 'stress': 10, 'text': 'THREE', 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['EY0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'EIGHT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'AY0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NINE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['EY0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'EIGHT', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['N', 'AY0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NINE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'AY0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NINE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['EY0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'EIGHT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AY0', 'V'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'FIVE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,8,7,"[{'accuracy': 10, 'phones': array(['L', 'UH0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOOK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'AT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([1.6, 2. ]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'IH0', 'G'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. ]), 'stress': 10, 'text': 'BIG', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'UH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'FOOT', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['L', 'EH0', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': ""LET'S"", 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'R', 'AO0'], dtype=object), 'phones-accuracy': array([1.6, 1.6, 2. ]), 'stress': 10, 'text': 'DRAW', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'AH0', 'M', 'S'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8, 1.8]), 'stress': 10, 'text': ""TOM'S"", 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['HH', 'AW0'], dtype=object), 'phones-accuracy': array([2. , 1.2]), 'stress': 10, 'text': 'HOW', 'total': 8, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['L', 'UH0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOOK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'AT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['T', 'EH0', 'D', 'IH0', 'S'], dtype=object), 'phones-accuracy': array([1. , 1.2, 2. , 2. , 2. ]), 'stress': 10, 'text': ""TEDDY'S"", 'total': 8, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['HH', 'IH', 'AH0'], dtype=object), 'phones-accuracy': array([2. , 1.2, 1.2]), 'stress': 10, 'text': 'HERE', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['JH', 'AH0', 'N', 'S'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.2, 2. ]), 'stress': 10, 'text': ""JOHN'S"", 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'UW0', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'BOOTS', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
6,10.0,8,8,6,"[{'accuracy': 3, 'phones': array(['S', 'AE1', 'N', 'D', 'IY0'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.8, 0.4, 0.8]), 'stress': 10, 'text': 'SANDY', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'D', 'index': 3, 'pronounced-phone': 'L'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['OW0', 'L', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'OLD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['M', 'AE0', 'P'], dtype=object), 'phones-accuracy': array([2. , 0.6, 2. ]), 'stress': 10, 'text': 'MAP', 'total': 6, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
7,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['L', 'UH0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOOK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'AT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'AH0', 'B', 'S'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8, 2. ]), 'stress': 10, 'text': ""BOB'S"", 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['JH', 'IY0', 'N', 'Z'], dtype=object), 'phones-accuracy': array([2. , 0.6, 2. , 1.6]), 'stress': 10, 'text': 'JEANS', 'total': 6, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['M', 'AE1', 'R', 'IH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 5, 'text': 'MARY', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'AO0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'YOUR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['R', 'EH0', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.2, 2. ]), 'stress': 10, 'text': 'RED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'W', 'EH1', 'T', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'SWEATER', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
7,10.0,7,7,7,"[{'accuracy': 10, 'phones': array(['AE0', 'N'], dtype=object), 'phones-accuracy': array([1.6, 2. ]), 'stress': 10, 'text': 'ANN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'WAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'AO1', 'K', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'TALKING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'K', 'UW0', 'L'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.8]), 'stress': 10, 'text': 'SCHOOL', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['M', 'AY0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MIKE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LIKE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 7, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([1.2, 2. ]), 'stress': 10, 'text': 'THE', 'total': 7, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'T', 'ER0'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'STIR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'EH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BEN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
8,10.0,8,7,7,"[{'accuracy': 8, 'phones': array(['AE0', 'N'], dtype=object), 'phones-accuracy': array([1., 2.]), 'stress': 10, 'text': 'ANN', 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. , 2. ]), 'stress': 10, 'text': 'WANT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([1.8, 2. ]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'AA0', 'N', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'DANCE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'L', 'AA0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'CLASS', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
9,10.0,7,7,8,"[{'accuracy': 10, 'phones': array(['B', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'L'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'WILL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'BE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'K', 'S', 'AY1', 'T', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'EXCITING', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
9,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['DH', 'EH0', 'R'], dtype=object), 'phones-accuracy': array([1.8, 2. , 2. ]), 'stress': 10, 'text': 'THERE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'WE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'GO', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
9,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['R', 'AE1', 'B', 'IH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.8, 2. ]), 'stress': 10, 'text': 'RABBIT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'EH0', 'N', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'WENT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
9,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AH0', 'V'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AW1', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'OUR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AA0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'CAR', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
9,10.0,7,7,8,"[{'accuracy': 10, 'phones': array(['JH', 'AE0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'JAM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'UH0', 'K', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LOOKED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'IH1', 'CH', 'IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'KITCHEN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0049,f,7,test
4,10.0,8,7,4,"[{'accuracy': 3, 'phones': array(['B', 'IH0', 'L'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.2]), 'stress': 10, 'text': 'BILL', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'L', 'index': 2, 'pronounced-phone': 'AH'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'EH1', 'L', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'YELLOW', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0092,f,6,test
8,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE1', 'L', 'IH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'ALICE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 7, 'phones': array(['OW0', 'N', 'D'], dtype=object), 'phones-accuracy': array([1. , 1.6, 1.8]), 'stress': 10, 'text': 'OWNED', 'total': 7, 'mispronunciations': array([], dtype=object)}]",0092,f,6,test
8,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'IH1', 'T', 'L'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.6]), 'stress': 10, 'text': 'LITTLE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IY0'], dtype=object), 'phones-accuracy': array([1.8, 2. ]), 'stress': 10, 'text': 'SEA', 'total': 9, 'mispronunciations': array([], dtype=object)}]",0092,f,6,test
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['S', 'IH0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SIX', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AY0', 'V'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'FIVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TWO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'EH1', 'V', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SEVEN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0092,f,6,test
9,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['F', 'AY0', 'V'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'FIVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'EH1', 'V', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SEVEN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'ONE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['TH', 'R', 'IY0'], dtype=object), 'phones-accuracy': array([1.2, 2. , 2. ]), 'stress': 10, 'text': 'THREE', 'total': 8, 'mispronunciations': array([], dtype=object)}]",0092,f,6,test
